text	type
且撸且珍惜，P2P每日预警交流群 289100440	
太恶劣了····	
源海金服不敢黑了，那是因为楼主怕收到律师函	
"前段时间，人们一直吵着icp、edi、银行存管，没想多时间才过去没几个月，大家好像对这些证件又不怎么在乎了，不过除了银行存管。今天看到一件平台，名字叫的很好——贷贷平安，而且还有icp证，这在几个月前就是个不错的征信工具啊！

 
 

不过现在已经打不开了

 
 

据说在9月份的时候，网站还是能打开的，只是长时间不发标了，客服联系上的时候，说是所有项目都还清了。。。

 
 

时间过去了三个月，马后炮一下，信这个证，信那个证的，其实都没啥用，平台办不下去的还是要办不下去，该跑路的还是要跑路~~~"	
当时火了一把的icp现在又无人问津了	0
必备条件不是完备条件好的好的	0
过来看看又有啥料要爆的	0
很快，银行存管也一样，该的雷都要雷	0
能还清就不错了，只要不是跑路或者大面积逾期都能接受。。。。	0
如果不是跑路，不是崩盘，只要正规的清盘退出，没有欠投资人的钱，我觉得无可厚非。	0
没有绝对的安全啊，外在的最多只是加分项而已，最重要的还是平台项目啊	0
都是相对可靠些，限制规定这些作用有多大？	0
正常退出罢了，都是好同志。	0
您找的页面从地球失踪了，哇咔咔	
坚决支持 完全同意!多一只香炉多只鬼罢了	
年关将至，，对于我们投资人来说，安全投资，过个好年最重要	
我也这么觉得，人家又不是跑路，只是 不想继续做了而已。。。为良心平台良性退出点赞！！！	0
我来每日一顶	
"ICP门槛在个地方申请难度审批条件不同，而且ICP这种证件，去哪审批，由谁来审批，审批流程估计连办事员都一头雾水。所有新出现的审批证件一般会托很久，不是不办而是不知道怎么办，上级指导也在摸索。
 
 银行存管才是平台较难的一道坎。"	
有证算啥，花个几万块钱国资背景都能买	
只要不跑，都还好说	0
早就退了P2P的舞台了。。	
"这个平台至少还有点良心"	0
路过瞅瞅····	
正常退出不是很好吗？投资人的钱都还上了。这种良性退出的平台都是不容易的吧，老老实实做的P2P，但是可能资产端的借款需求不够旺盛没那么多标好发所以才退出行业的。需要曝光的是那些搞自融，搞非法集资坑害投资人平台的好不好！	0
"最近行业内出现了个各自黑平台的网站，原来是双乾支付的原法人从立波，从立波曾经站台跑路平台中盛金服等，为了推广双乾支付各种黑没有接双乾支付的网贷平台，名声臭了以后，今年3月进行了法人的变更，最近准备在深圳去各个P2P平台借“银行独立存管模式真伪的现场查验”来推广双乾支付，大家注意这个！下面是一波的证据！
 
 联合诈骗跑路平台中盛金服：
2.png (59.17 KB, 下载次数: 3)
下载附件  保存到相册
2016-12-15 15:30 上传

 

3.png (36.34 KB, 下载次数: 4)
下载附件  保存到相册
2016-12-15 15:30 上传

 

4.png (47.43 KB, 下载次数: 3)
下载附件  保存到相册
2016-12-15 15:30 上传

 

6.png (305.32 KB, 下载次数: 3)
下载附件  保存到相册
2016-12-15 15:30 上传

 

8.png (254.22 KB, 下载次数: 3)
下载附件  保存到相册
2016-12-15 15:30 上传"	
"原来是和P2P 打交道的， 后来发现P2P 骗子太多，出来弄个论坛，告诉你那家有问题，  网贷X星 是找不到流量了吧，通过黑同行来赚眼球
 
 黑人加没黑成，把网贷巴士给捧了一下。    偷鸡不成蚀把米，笑死我了"	
看着很牛 B 的样子	
网贷黑巴士 你天眼就是好东西？好好查查你家历史	
祝大家在最后的这一个月里面，快快乐乐的投资，高高兴兴的拿钱回家	
也就那德行···	
黑了哪个平台？黑就有黑的道理。	
"""双乾支付""就是诈骗支付 .  跑路的巨久金融就是和双乾支付合作的,大家要小心啊!"	
	
双钱，回潮诈骗平台专用	
某家、某眼也是LJ！	
"我很赞同！！！！！！
 都是下九流，谁也别看不起谁啊。。。。。。——《霸王别姬》里的台词"	
都是下九流，谁也别看不起谁啊。。。。。。——《霸王别姬》里的台词	
双乾托管的平台我记得是最多p2p跑路的，一看是这货拖管的一律看都不看，名声臭爆了	1
都是混口饭吃的何必互黑呢，双乾是搞第三方支付的，对接的平台跑路这账肯定也算不到他们三方支付平台头上去啊	
"1.       通过向国阳的客户筹集借款，解决自己的运营资金问题，现在要准备清盘处理了，还想用赖账的方式，企图将国阳客户资金彻底赖掉，天理难容。
a)       募集时在国阳资产的协议中作为丙方，承诺设立风险保证金账户，违约时承担垫付的责任。为达到募集的目的，增加出借人的信任，国诚金融与国阳资产共同开立担保函。（附件5）。
b)      2014年10月30日，国诚金融与上海国阳财富投资管理有限公司（简称：国阳财富，法人代表温征）签署“P2P业务战略合作协议”（附件6），明确双方P2P业务上的关联关系，瞄准目标客户为：60岁以上不善于使用电脑与手机上网的族群。国诚金融并对出借人声明其P2P平台的服务关系是由国诚金融、国阳财富、国阳资产共同组成的，借以实现其募集资金的目的。（附件7）。
国诚欠国阳出借人钱的铁证：
1.     2015年6月26日，囯诚金融与国阳财富（简称“两国”）对往来账目进行核对，确认：国阳财富协助国诚金融“寻找出借人的借款累计金额195,106,000元（壹亿玖仟伍百壹拾万陆仟元）”，并签订“资金出借协议”。李宏（国诚金融当时的法人代表）、温征与王建章三人签字承诺对此借款及应付利息承担无限连带责任（附件9）。
2.     国阳财富借给国诚金融的资金不以公司账户往来；而以银行的“私人账户”，或经由上海富友第三方支付平台汇出。“私人账户”中包含了两国的股东及国诚金融的员工等。汇款凭证（附件10）中：汇款人李建邦是国阳财富的股东；收款人李锁联（李宏的父亲）是囯诚金融首任法人代表。而证明两国往来的资金流水，财务数据已整理好，准备提交相关部门。
3.     2015年6月到2016年6月期间，国阳财富继续通过“私人账户”（附件11）及富友第三方支付平台借款给国诚金融。国诚金融也按“资金出借协议”的约定，每月归还国阳财富部分本金及应付利息。
4.     2016年6月30日经双方结算后的财务对账单（附件12，底部右边是国阳金融的财务人员签名，左边是国诚金融的财务人员签名）显示：囯诚金融尚欠国阳财富109,394,977.59元的借款，及当月的应付利息1,736,802.41元。 附件13.是囯诚金融自今年1到6月每月支付国阳财富利息及部分本金的电脑财务报表及六月份的汇款凭证（用以支付两国5月份财务结算通知中的请款）。此份材料是囯诚金融法人代表劳婕怡于9月1日为了证明其遵照两国“资金出借协议”按月支付国阳财富而给出借人的证据。附件13.第一页的倒数第三行显示：国诚金融已经提列1,736,802.41元的应付国阳财富6月份的利息，但尚未支付。这个数字与附件12.对账单中的“支付利息”相同，证明国诚与国阳的“资金出借协议”及囯诚金融尚欠国阳财富109,394,977.59元的借款，真实可信。
5.     依照两国的“P2P业务战略合作协议”（此协议有效期至2016年11月1日），国诚金融必须将国阳财富“出借人”的资金与其“合格借款人”的抵押资产作相应的“匹配”（债权转让与受让协议）。但因巨额资金缺口、股东争议、承诺的增资不到位，国诚金融疑自2015年起就将国阳财富的借款当成自有资金使用，以填补其现金流缺口，踩踏“资金池”红线。如今，国阳已倒下，国诚还会远吗？
6.     大家试想一下，国诚对国阳签署的借款协议，是需要付无限连带责任的，如果大家还在耐心等待国诚长达两年半的延期兑付方案，很有可能下一个会被赖掉的人就是你了。"	
LZ，我由衷的希望，国诚和国阳的人全部被经侦法办	
挨千刀的玩意···王八犊子	
这个事情好像闹好久了	
P2P还真是险恶，国诚做到这样，竟然背后藏了个雷	
前两年还号称最可靠的平台之一的国诚，没想到是这种结局，p2p果然遍地是雷	
经侦为何不介入？？	
现在都没最可靠平台什么的，只有最能掩饰和最能跑平台	
国诚做到这样，竟然背后藏了个雷	
呵呵	
有本事去告啊，这里说没用的	
国阳是国阳，别再找国诚麻烦了，我们国诚投资者也够冤的了	
还好我不善恋战，不然死在国诚，万幸躲过一坑	
祝愿投资人好运。	
我的100还是从国诚提出来了，嘿嘿，我还以为100都不给我呢	
"从某羊毛群知道这个平台的，当时看来下感觉不安全，就存下网址看什么时候会跑路
 
 
 果然不出所料，平台网站已经打不开差不多一个月了。
 
 
 年底了，保住成果最重要，不敢贪心了。
 
 
 
 注：平台是 北京文尚普惠投资管理有限公司 运营的。"	
年底了，保住成果最重要，不敢贪心了	0
安全第一，注意风控	0
年底 保持好心态    千万别乱贪	0
"前段时间还在羊毛群里做推广，这段时间就一直打不开了。
 
 这是要捞一把就跑的节奏啊"	1
还没投过，还以为是拓道金服。	
你的网址看起来不对劲。哪里的平台？	
這什麼鬼網站啊。。。閉著眼睛打的嗎。。。  ＝ ＝	
这网站的网址我看的也是醉了，根本记不住啊	
这网站，迷之笑点... ... ... ...	
没听说过的平台，感觉不靠谱	
投资有风险，选择得慎重	
"钱上钱平台
 1没有高管团队信息
 2没有法人信息
 3发布的全是*标的
 4基本都是*标
 5网站如何提现没有说明
 6逾期了出现找找拍拍贷联系？为毛啊
 7应该是淘宝买的五块钱源代码，换了名字直接上线*钱了
 8吹嘘的第三方托管，根本没有托管，环迅支付就是一个第三方支付平台
 9钱上钱平台是准安金融旗下的，大家可以去他网站看一下，有没有猫腻

Ci8yelhKA3SAEpUwAADKCzxsSmg487.png (69.95 KB, 下载次数: 0)
下载附件  保存到相册
2016-12-15 11:53 上传

 

钱上钱官网.png (812.6 KB, 下载次数: 0)
下载附件  保存到相册
2016-12-15 11:54 上传"	
谢谢楼主曝光，了解了	
顶。。。。。。。。。。。。	
感谢曝光···	
多扒扒，别人让更多人受伤	
谢谢，学习到了知识	
"【财新网】（记者 韩祎）财新记者5月16日从绍兴市公安局经侦支队人士获得确认，该局近期以“非法吸储”查处的“北京恒昌”，系恒昌财富在绍兴的一家分公司。根据警方向当地媒体通报，恒昌财富这家分公司涉及受害人134人，合计金额3299万元，目前资金已全部归还受害人。
 据绍兴网、绍兴晚报等当地媒体报道，今年3月2日，绍兴市委市政府决定在全市范围内统一组织开展投融资咨询类公司“百日整治”专项行动。行动中，绍兴全市已有49家投融资咨询类公司被查处，92人被公安刑拘或取保候审。冻结资金3603万元，追回非法吸储资金1.17亿元。
 报道显示，此次专项行动涉及到了北京恒昌、南京易乾等多家理财公司。绍兴市公安局经过统一部署，于4月22日和5月6日对北京恒昌、金岩控股、信和财富三家机构进行查处。
 其中北京恒昌被查的网点具体是“柯桥分公司”。财新记者从绍兴市经侦支队人士处了解到，该网点是恒昌财富在绍兴的分公司。目前当地公安部门已经对其立案侦查。
 早在2015年底，一些地方打击非法金融活动领导小组办公室就要求，重点监测关注包括恒昌财富在内的多家线下理财公司和网贷机构。
 恒昌财富是一家体量较大的理财公司，官网自称在全国200余座城市开设分公司，其在绍兴就有三个分公司，绍兴第二分公司即位于柯桥区。
 恒昌财富旗下还有恒易融P2P互联网金融公司，平台平均出借回报率是5.5%-12%，注册人数为42万人，累计撮合出借金额超过126亿元。
 运行“恒昌财富”平台的北京恒昌利通投资管理有限公司给财新记者发来的邮件称：“恒昌公司一直秉承‘合法合规’的经营原则，对任何不合规的行为，采取零容忍的态度。本次绍兴事件系由G20峰会举办在即，浙江省政府在全省范围内针对投融资资讯（询）类公司的一次普查行动引起，我司在此次绍兴相关部门的普查行动中，始终保持积极配合、积极沟通的态度，目前绍兴分公司正常营业，配合调查的员工也全部回到工作岗位。”在该邮件中，恒昌利通否认恒昌绍兴分公司涉及“非法吸储”，称迄今没有当地政府相关部门的官方文件将“绍兴分公司协助政府普查事件”定性为为“非法吸储”和“非法融资”。
 南京易乾兑付危机的发酵也肇始于绍兴市公安局对其当地分公司的调查。绍兴媒体的报道称，4月8日市公安局统一部署，对南京易乾金融信息咨询公司在绍兴的12家分支机构集中行动，查获涉案金额4096万元，目前公安机关还在进一步侦查此案。
 目前出现问题的线上线下理财平台大致分为两类：一类是纯骗局，实质就是非法集资甚至集资诈骗；另一类是由信息中介蜕变为信用中介，明明没有牌照却做着和银行一样的吸储业务，这类平台普遍运作资金池和资产池，无法做到资金和资产的一一匹配，又严重缺乏风险准备金，很容易发生挤兑。
 4月14日，央行牵头多个部委出台《互联网金融风险专项整治工作实施方案》（下称《实施方案》）。据财新记者了解，此轮互联网金融专项整治的核心内容，即在《实施方案》的要求下，由各省级政府组织辖内监管机构，对互联网金融业务活动进行界定，以进行分类处置。同时，各类业务“线上线下一起抓”，建立“负面清单”并严格管理准入。业内认为，伴随整治行动，将有更多违规平台的风险逐步暴露。"	
感谢提醒了~	
	
清盘是良心老板，赞一个！	0
就是雷了，换个说法，前几天还搞推广	1
清这么久，大家都懂的。能要回一半估计就谢天谢地了	
这样的“清盘”毫无还款诚意，又一老赖显露原形。	
18个月？坑怕连8个月撑不住就跑路了。	1
大多老板全是骗子！开平台时就做好这一步的准备！	1
钱到手以后再来谈良心，否则就是大饼	1
平台有回款不准提现，还说什么18个月还钱！骗子！现在网站所有联系方式都不能联系了，肯定不可能还款，但是报警有用吗？	1
这个平台满满的都是套路	1
雷了  哈哈	
再看看还款协议，这和提现困难有啥区别？	
支持，定期清理	
我也怕了这货了。	
18个月这么久谁知道有啥变数，另外这么久居然一点利息都没有，跟雷了没两样	
感觉很不地道，老子就是要白用你钱18个月，还要赚个好名声，是这意思吧	
"白用钱18个月之后100%还你？太乐观了。
 
 白用不算，能还您一半算良心了。呵呵。"	
防不胜防呀~	
看不懂，前四个月才只回11%，前十二月一年才回51%，后半年回49%。前轻后重的，感觉钱少了很多了，这样个比例我们投资人的钱能还清吗？	
爱上理财雷了	
狗屁清盘，这个老板更坏，不给人钱还不承认雷，投资人太老实了，我预计投资人最终能拿到10%的钱就不错了！	
滩上这在事儿，真没办法。	
"1. 以前，网名《和谐家园》曝光过，爱上理财平台老板早就商量了，要是哪一天雷了(不想干了)，就假借别人的名义，三折或者四折来收购债权，这样的话，平台就相当于三折或四折还款就可以。这种卑鄙的手段，被揭露以后，才改变现有的清盘方式来处理，总之是换汤不换药。
    2.清盘是四川爱上理财电子商务有限公司蓄谋以久的阴谋！目前，该公司的几个老板，只想付前面几个月的还款，先稳住投资人。 后面的还款计划都是忽悠投资人，只是先画个饼，根本没有还款的意愿。
    3.以目前的，四川爱上理财公司现在的财力，完全可以在短时间内付清投资人所有的资金。为什么说有能力还清呢?因为四川爱上理财电子商务有限公司线下(包括该公司几个老板)，还融资了一亿多元的借款，完全可以先还给线上的投资人。可是该公司的老板们为什么不这么做？他们只想把肉吃下去，连骨头都不想吐那种人。该公司老板冯名扬，在眉山市当地有相当人际关系，可能是仗着这种关系，有持无恐。
    4.清盘还款为什么要等十八个月呢？ 根本就是在拖，想最后不了了之。这种恶劣的手段，其他平台也使用过。而且担保协议书上，担保方:宝兴县剑锋制箔电子有限公司，根本没有盖上该单位的公章。本人还了解到，宝兴县剑锋制箔电子有限公司早已抵押给银行，正确的说，该公司在还没有还清银行的借款之前，产权还是银行说的算。所以这种担保方式，只是来忽悠投资人。
    5.本人为什么要揭露这些的内幕？是想让所有的投在该公司投资人知道，能正确处理这些债权，早日拿回本该属于自己的血汗钱。
   6.爱上理财宣称有500万风险准备金，现在钱在哪里？"	
拿到10%的钱，就是1.857	
"曝光名称:        药业贷
 曝光原因:        法人潘永福为跑路平台亿元宝法人

通过法人潘永福查到另一公司北京亿元宝通财务咨询有限公司，一查居然是一家跑路的平台
网贷之星通过公司地址百度地图查询，是一家北京京津亚柏投资有限公司，这家公司在百度查询也和药业贷完全相同


地址完全一样"	
曝光诈骗平台	
"发这种帖子得出这种结论智商可以充值了，你帮我全世界找个骗子在一个地方不换名字地址连续骗的？骗子的基本逻辑就是打一枪换一个地方，有楼主说的这种骗子吗？
 http://www.yaoyedai.com/gonggao/a670.html"	
剧情又反转了啊	
楼主说明的很详细的，平台给的解释不能说明什么，一个跑路平台的法人来新平台继续做法人还不能说明问题吗	0
平台说的很清楚，亿元宝根本就没上线过，哪来的跑路，楼主可以找个受害者出来说说	0
此平台建议小白不要上，胆大的愿意上就上吧  后果自担	0
不知道这算不算上线	
好怕怕。好怕怕。	
有跑路背景法人的平台，还是慎重投	0
"平台没有上线？不要洗白了吧！

QQ截图20161215124753.png (399.61 KB, 下载次数: 0)
下载附件  保存到相册
2016-12-15 14:42 上传"	
年底了，小心啊	
厉害厉害厉害厉害厉害厉害厉害厉害厉害厉害	
跑路了，应该有受害人吧，你们倒是找个受害人出来看看	
这么吓人？还好没投	
先找个受害人出来再爆啊	
"打开网站粗看还挺正常，但是认真一看，你就会发现已经没有数据了，打客服电话也是暂不提供服务：

1.png (288.79 KB, 下载次数: 1)
下载附件  保存到相册
2016-12-14 17:42 上传

 

2.png (55.2 KB, 下载次数: 1)
下载附件  保存到相册
2016-12-14 17:42 上传

 

3.png (104.41 KB, 下载次数: 1)
下载附件  保存到相册
2016-12-14 17:42 上传

 

4.png (39.38 KB, 下载次数: 1)
下载附件  保存到相册
2016-12-14 17:42 上传"	
不能忍	
我去，，，无语	
赶紧擦亮自己的大眼睛	
...	
看清楚就好	
"火前员工阿狸勾结星火现任员工推内部单，最后阿狸单方面给星火高层举报员工推内部单，平台、代理两方阿狸均黑吃黑，我不幸多次躺枪。深受其害，半个多月的煎熬使得我不得不站出来还原事情原本的真相，让大家看到一个所谓的名人，各种前任“阿狸”卑劣的行为。
11月29日星火出了一个投100元[color=rgb(0, 0, 0) !important][url=http://baike.wdzj.com/doc-view-1266.html]月标返100元的活动，星火前员工“阿狸”第一时间从星火员工哪里拿到了一定数量的名额，我当时很仰慕这样一个光环无数各种前员工，所以从他哪里拿了300个名额，当时约定的价格200个原价100元，100个80元
最后我完成了约定量总计费用是30100元，“阿狸”当时也跟我确定了应该付给我的金额。




我在11月30日已经全部按照70元一个先垫付给了客户。然后到约定的付款时间12月6日，阿狸突然告诉我星火只给他65元一个的价格，而因此只能给我1万。3万变成1万？谁的错？65一个的价格，我推了327单，这么多光环的前任XXX，连327*65等于多少也不会算？


给我这么算的理由让我哭笑不得，原因她自己和星火员工沟通问题，导致最后结算按照
65算，65算我认栽，可是就这么一个光环无数的人居然可以把327*65算成1万，没有契约精神就算了，居然还玩这种把戏。最后多次找到她，居然玩起[color=rgb(0, 0, 0) !important][url=http://baike.wdzj.com/doc-view-3151.html]老赖，各种删微信，退QQ群，东躲西藏
[img=0,22]http://imgmywdzj.wdzj.com/group1/M00/1C/EA/Ci8yelhQP4OActRQAAYvh_jYBx0064.png[/img]

最后我不得已而为之，想消失化了，不想影响到星火，找到了星火运营“小星”。这个单子其实很明确就是平台员工自己任务完不成，没法给上面交业绩，就拿给 “阿狸”做700单（我完成了327单），当然这个活动100元依旧可以得到，于是星火员工700个*35元，23500元轻松到手！在我软磨硬泡下，“小星”运营终于答应给我80一单，一共支付24000元，我和阿狸各拿1万元，剩余2000元10号给我
[img=0,22]http://imgmywdzj.wdzj.com/group1/M00/1C/EA/Ci8yelhQP4SAC_8OAAS9Aam6Trg963.png[/img][img=0,22]http://imgmywdzj.wdzj.com/group1/M00/1C/EA/Ci8yelhQP4SAKiWfAARJ66SqoMc252.png[/img]

由于阿狸单方面将星火运营推羊毛拉业绩的事情捅到了星火高层，星火运营不爽，觉得是我影响了他赚钱。虽然是阿狸捅蜂窝，最后我成买单泄愤的人，钱不给我了。就这样星火运营也赖起来了
[img=0,22]http://imgmywdzj.wdzj.com/group1/M00/1C/EA/Ci8yelhQP4SAaXXpAAlYFLMa0YQ058.png[/img]

我按照约定价格才做的单，阿狸自己跟其他人沟通的问题，亏损我买单？即使你黑吃黑让我买单，你能把327*65算成1万，不知道你以前的工作都是怎么混下去的？


黑吃黑不诚信，还把自己东家捅马蜂窝，难怪一直是前任XXX员工，你这种员工去哪里都待不下去。


曾经你跟我说过你有打算搞小号QQ骗返现，没想到这次你直接大号用你这各种光环，开始玩起了不诚信。


关于本故事有太多的八卦狗血事"	
人心难测啊	
这么垃圾，327*65=10000这种事都敢干？？	
要的就是你的八卦狗血，不说出来哪里来观众	
好狗血。	
网贷“名人”，今年倒下的“名人”有点多哦。。	
12315至诚导航是具有国资背景的网址导航，精选并收录国内 2000 家信用优良、客户满意度高的互联网金融和电商平台，为广大投资者和消费者推荐安全放心的网上交易平台。	
哈哈哈，327*65=10000，这智商也想黑吃黑？果真狗血	
上次我做阿狸的钱吧 阿狸不给返现， 还骂我……真是黑心狸	
好像有男阿狸，不知说的哪一个。	
关于这个故事好多版本~~~但是没定好是一定的，就不知道是谁先开始赖的	
垃圾平台！投资都小心把！	1
祝大家在最后的这一个月里面，快快乐乐的投资，高高兴兴的拿钱回家	
我的天哪，惊呆了啊啊啊啊啊啊啊啊啊啊啊	
这是个最好的时代，这也是个最坏的时代	
阿狸真要骗你还给你钱干嘛，直接拿钱走人消失不就完了，你和阿狸一起找星火才方便解决问题吧	
楼主诚信实在人，提前垫付，留个联系方式，我跟你	
羊头也令人讨厌，活该！	
"有人说，监管出了最严信息披露规定，我们就放心了，可你看了草根投资这个信息披露，你放心了么？
 
 
 
 
 
 下面是合同披露
 
 
 
 先申明一下，上面的马赛克可不是我打上去的，平台上显示就是这样，以前只听说爱投资把自己的合同给打上马赛克的，但没想到草根投资有样学样，而且青出于蓝，这马赛克打得，我一个字也看不到，请问，这样的信息披露，和没有披露有啥区别？有啥区别？有啥区别？"	
岛国片的马赛克都比这少	
可不可以怀疑是自融	
邪恶的马赛克~~~	
学习爱投资好榜样，让天下不会再出现第二个照标镜	
这个平台就别黑了，是觉得不妥就别投	
"看了这个合同，特地登录上来，要评价一下草根投资：
 
 尼玛的这也叫信息批露?。。。建议那个大脑有病的领导，回家把屎装碗里享用。。。"	
"这披露也是醉了，和没披露没啥两样。
 反正现在也就看平台背景，合同啥的也是浮云。"	
这个平台很有钱，几轮融资累计近20个亿。	0
当我们自以为断绝敌人的机会时，也可能正为他制造了另一个机会；而当我们把敌人所有的机会全部阻绝的时候，却可能也失去了自己的机会。	
你不说我都不知道有这么个平台。。。。。	
这个平台真有钱	
这信息披露我也是醉醉的呢	
是的，牛逼了。。。	
有融资、跑了和尚庙还在、、放心投但不重仓	
多轮融资并不能绝对代表一个平台的安全程度，何况当C轮进入时，A轮B轮其实早已退出。即便有VC，风投方也只在他的合同限额内承担有限责任在真正的系统性风险发生时，这点所谓的融资和保证金根本不足以覆盖坏账或者自融造成的风险。你的投资逻辑需要进一步成熟。	0
哈哈 确实啊，合同都是马赛克，还那么重，不过投资的话有一个合同能显示所借款人的公司名字以及协议，但是没有营业执照之类的	
草根的成交额不知道为什么那么高，快500亿了	
提现特别快 十秒钟**但我还是退了 不玩了	
这也算披露？。。。。涨见识了	
一直不看好操根投资	
"今天早上看到一个日化达到20%的平台叫什么兴励投资来着，但没想到，今天就看到另一个日化20%的平台，只不过不一样的是，这个平台跑了~~现在已经打不开！

饿.png (415.25 KB, 下载次数: 0)
下载附件  保存到相册
2016-12-14 16:55 上传


去.png (211.22 KB, 下载次数: 0)
下载附件  保存到相册
2016-12-14 16:55 上传

 

人.png (361.61 KB, 下载次数: 0)
下载附件  保存到相册
2016-12-14 16:55 上传"	
谁投谁**！！	
没有听过的平台还是最好不要投资的好。。	
都不要命的	
20%，千万不要贪哟，一贪就要出事喽	
胆子忒大了点···	
日化20%，日化20%，还有更高的吗？	
以下为现场图片！！！！！！！	
最苦的还是投资人，赚点白菜钱承担卖白粉的风险	0
为啥受伤的都是大爷大妈？	
我还有2000多元在京金联	
京金联有线下，线下投资的很多是，，，	
想不到大爷大妈也那么热衷玩网贷。大爷大妈维权给力，年轻人去维权还可能被政府赶，被政府抓。	
贪婪~~~~~~~~~~~	
麻辣隔壁的，京金联这个骗子团伙终于被曝光了，要把那些托凌迟，拖延了五个月	1
不是武汉平台吗	
因为大爷大妈不做房奴，有钱啊，这不是显而易见的么	
有钱 任性	
"致尊敬投资人一封信
尊敬的投资人
您好！
简单理财，智慧生活！做为一个天津电信实业集团控股的互联网金融平台，我们始终将平台的安全、合规、合法放在第一位，我们始终秉承以健全的风险控制管理为基础，以打造高标准、严要求、全透明、有保障的网络投资理财平台为宗旨，满足广大理财用户的需求，致力于打造一流的信息中介服务平台。
万财金服自筹备、上线开始，接收到广大投资人的好评，我们的e投、u选产品也获得广大投资人得认可，这也让我们坚信互联网金融会有更好的发展。但同时我们接收到了很多小伙伴的不解和疑问，再此将做以下解答：
（以下解答只代表小编的个人言论，跟平台没有关系）
问题一：关于使用logo的问题。
小万：感谢这位哥哥的反馈，万财金服的确是天津电信实业集团控股的；因为小编偷懒，直接网上截取的（所以百度也有不靠谱的时候），天津电信集团是中国联通的一级国企；所以我在这里向大家道歉，关于logo的问题我们会尽快改正（我已经被扣工资了，好委屈），谢谢这位哥哥！
    关于这位哥哥的第二个问题，小编就要好好说道了，我们没有宣传中国电信、我们没有宣传中国电信、我们没有宣传电信（重要的话三遍），我们网页首版也说了，我们是天津电信实业控股，可千万不要这样说小编。（普及小知识：电信、移动、联通所从事的业务叫电信业务，所以你们可以百度，但注意甄别信息哦，不要像小编一样犯错误哦！）
问题二：关于万财金服域名的问题。


小万：本来小编看到你们的名字我就不想回复的（但领导说一定要客客气气的，所以…..）,我们也无奈啊，起个名字也要被你们说，可是你们的名字也麻烦用心取啊，看到你们的名字，稍微知道的人都知道你们是干嘛的啊，能不能专业点，做个XX也要专业点好吗，能不能多注册几个小号，取个好听的名字，再来说小编，好生气哦！还有就是这个同业公司，麻烦把自己头像和名字换了再来黑好吗，你这样我很尴尬啊，完了，尴尬癌犯了！差评，下一题。
不行，这一题没答完，关于域名呢，我们是请教过集团公司的，公司认为好记、能看出来平台做什么的就符合的，然后集团说把10000加进去更好，一方面电信公司（不是我们股东）就是10000，熟知度高，大家都知道！方便传播。（小编要是知道肯定要说了为什么不是10086呢）；另一方面，平台成立之初，我们向集团公司要技术支持，来了一个电信待过的IT男（就是他惹得祸），非常建议用10000的。
哎，归根到底，名字没起好被人说，吃的胖也被人说，早知道这样，小编有一万句XX，不知当讲不当讲。好吧，我们希望这几位发表不当言论的某某，请你们跟网贷天眼说一下，他们这个域名我们很喜欢，能不能让给我们，嗯，就这样。
问题三：关于这个坑（因为小编就想搞个小问题，但不知道取什么名字）
小万：紧急呼叫网贷天眼，这里有两个LJ，麻烦快速拉出去yan了；你们名字起的很好啊，羊毛？？？？？什么鬼，小编听说了部分渠道不按照万财的要求推广被我们yan了，然后就来这里了？好奇，你们这样对的起网贷天眼给你们提供的平台吗，对的起羊毛这样的称呼吗！我们很乐意跟你们合作好吧，不要这样好吧（rnmmb小编的话，乱打的不要乱猜）。
问题四：我们万财金服上线初期还是有很多好评的哦！大家可以往下看哦~~以后我们还会继续曝光的，我们团队也真诚的希望用户给我们提供源源不断的建议；"	
"可以理解  羊毛党被雷怕了  ~~~ 现在草木皆兵啊  哈哈
 不过你们背景确实牛  希望能合规发展"	
谁规定字母和数字不能做用户名的？你自己域名可以用字母和数字，别人用户名就不能了？已有问题就指责说是杨梦的问题，人家的曝光是不是真的存在的，哎，再说羊毛党不是投资人吗？本来看前面的回复还是挺好的，越往后觉得越垃圾，简直是垃圾！！！	
既然可以，那为什么人家的域名就被说呢？你可以说别人，就不能让别人说哈哈哈，好搞笑的回复	
不管是羊毛还是投资人，指出问题就可以了，看到有人回复域名的问题感觉还是蛮搞笑的；2楼说的完全无理啊，这些黑子可以说人家的域名，人家平台就不能说这些黑子吗	
昨天打电话去天津确认了  中联信有个官网的  确认是入股了这个平台   昨天上了5W！我不怕  真雷了 去找联通 电信   哈哈！  说真的  这个背景确实不错，比一些小国资 假风投  不知道强多少  可惜就是刚上线的缘故吧 体验不太好  哈哈哈	
版主出来干活了，又偷懒抽烟去了。。。。。。。。。。。。。。。。。	
我昨天刚投资了一笔进去体验了一下，其实总体还算可以。逼近是刚上线出了些小问题还是很正常的。就期待下个月回款的速度啦.....我扒了一下这个旺财，股东背景信息还是挺透明，中联信是他们的股东，而天津电信实业集团又是中联信的母公司，大概就是这么个情况。我们天津这边也的确是在搞国家的这个什么智慧城市建设，看到这个平台有这个项目....希望可以采纳！！	0
路人甲用逻辑A指责你，你回复说这个逻辑是不对的，然后你给路人甲解释的时候竟然在用逻辑A去指责路人甲，这样就合理？	
